STREAM	graph=cora	n=2708	dim=64	walks=5	walk_len=20	batch=512	epochs=50	t_load=0.0	t_embed=2.9	t_total=2.9	pairs=6079787	peak_rss=926	edges=5278	lr=1.0	seed=42	device=gpu	tag=cora_plain_a1.0_b0.9_lr1.0	optim=plain	alpha=1.0	beta=0.9	gain=1.0000	eff_lr=1.0000	dz=10.881198	diverged=0	accuracy=0.9735	precision=0.9902	recall=0.9564	f1=0.9730	auc=0.9952	baseline_r2=-0.0009	baseline_mae=1.5701	rf_r2=0.1817	rf_mae=1.3861	mlp_r2=0.2179	mlp_mae=1.3544	t_lp=1.1879	t_da=4.2679
STREAM	graph=cora	n=2708	dim=64	walks=5	walk_len=20	batch=512	epochs=50	t_load=0.0	t_embed=3.6	t_total=3.6	pairs=6079787	peak_rss=942	edges=5278	lr=1.0	seed=42	device=gpu	tag=cora_momentum_a1.0_b0.9_lr1.0	optim=momentum	alpha=1.0	beta=0.9	gain=10.0000	eff_lr=10.0000	dz=1112783872.000000	diverged=0	accuracy=0.8916	precision=0.8568	recall=0.9403	f1=0.8966	auc=0.9529	baseline_r2=-0.0009	baseline_mae=1.5701	rf_r2=0.2855	rf_mae=1.3264	mlp_r2=0.2820	mlp_mae=1.3284	t_lp=1.2174	t_da=2.6934
STREAM	graph=cora	n=2708	dim=64	walks=5	walk_len=20	batch=512	epochs=50	t_load=0.0	t_embed=3.6	t_total=3.6	pairs=6079787	peak_rss=935	edges=5278	lr=1.0	seed=42	device=gpu	tag=cora_momentum_a0.5_b0.4_lr1.0	optim=momentum	alpha=0.5	beta=0.4	gain=0.8333	eff_lr=0.8333	dz=10.260226	diverged=0	accuracy=0.9740	precision=0.9931	recall=0.9545	f1=0.9734	auc=0.9952	baseline_r2=-0.0009	baseline_mae=1.5701	rf_r2=0.1773	rf_mae=1.3840	mlp_r2=0.1992	mlp_mae=1.3783	t_lp=1.2041	t_da=4.8451
